Genes,Comparison1_lgc,Comparison1_FDR,Comparison2_lgc,Comparison2_FDR,Comparison3_lgc,Comparison3_FDR
ENSMUSG00000026971,-1.651795436,0.000927,-0.162655543,0.015002689,0.243487885,0.061316816
ENSMUSG00000023951,-1.650501346,0.0000047,0.334699108,0.067089073,0.922134362,0.020246029
ENSMUSG00000076552,-1.649914659,0.0562,-0.891934324,0.035577187,-0.619473268,0.078453896
ENSMUSG00000068748,-1.648996749,0.0116,0.2213187,0.060860601,-0.748307516,0.08364107
ENSMUSG00000067882,-1.648079874,0.0248,1.233464875,0.081723056,1.704925293,0.072116564
ENSMUSG00000073647,-1.648049259,1.24E-09,-0.777717766,0.02501097,0.517806852,0.034234597
ENSMUSG00000022272,-1.647999627,4.43E-19,0.827397521,0.004156438,1.248200297,0.06913352
ENSMUSG00000107836,-1.646707374,0.0827,1.235176414,0.07695986,1.624575627,0.019988797
ENSMUSG00000033752,-1.646278854,0.0000353,-1.022545215,0.002414413,0.317950005,0.053098642
ENSMUSG00000038570,-1.643985567,0.000000323,-0.033597387,0.025995615,0.698362136,0.01802813
ENSMUSG00000020648,-1.643525258,4.93E-16,-1.907999719,0.000825653,-0.015538073,0.074026458
ENSMUSG00000018548,-1.64342852,3.93E-33,-0.344994587,0.043247469,1.015047895,0.026874384
ENSMUSG00000105573,-1.643289105,0.0156,-0.899246054,0.040713088,-1.303639614,0.096597437
ENSMUSG00000062093,-1.643001414,0.0675,1.24267137,0.016709589,-1.682511592,0.018386395
ENSMUSG00000045362,-1.640922244,8.37E-19,1.251240751,0.011190037,-0.98960711,0.010494916
ENSMUSG00000041360,-1.638534181,6.44E-38,1.413378961,0.039749223,1.321401877,0.096547435
ENSMUSG00000084063,-1.63842713,0.00344,1.987501566,0.009834011,-1.922759798,0.052017276
ENSMUSG00000058579,-1.63835404,0.0574,0.217419218,0.035475564,-1.985139832,0.049082605
ENSMUSG00000026023,-1.63277921,0.000609,1.310091433,0.027936557,1.640835676,0.062832187
ENSMUSG00000045215,-1.630687393,0.0415,-1.707842585,0.099954034,-0.5239844,0.041521413
ENSMUSG00000028943,-1.627728304,0.0000603,0.265515889,0.057326662,-0.866245933,0.085023358
ENSMUSG00000027076,-1.627701197,1.11E-19,-1.878864661,0.096553909,-0.613944307,0.090909326
ENSMUSG00000008604,-1.627457015,2.20E-21,0.246601637,0.011084799,0.172973634,0.074778893
ENSMUSG00000072653,-1.626968461,9.67E-24,-1.168575015,0.02924446,-1.541693684,0.017827904
ENSMUSG00000050244,-1.626944852,8.74E-25,-0.50588196,0.007855154,1.062444978,0.043900681
ENSMUSG00000033991,-1.626209712,6.76E-21,1.599694161,0.007689645,1.563421741,0.095209657
ENSMUSG00000070522,-1.624473901,0.00000103,-1.021168183,0.054990506,-1.97250305,0.035050632
ENSMUSG00000028910,-1.621023917,5.13E-21,-0.708957169,0.046289947,-0.81216387,0.034958921
ENSMUSG00000020075,-1.620183719,6.94E-67,-1.058496074,0.015141935,0.681440911,0.044527978
ENSMUSG00000028979,-1.618635338,0.00000635,-1.181895749,0.060887715,-0.855222234,0.038678778
ENSMUSG00000030616,-1.618389572,0.00000022,0.640036222,0.054925425,0.241517364,0.057713948
ENSMUSG00000032122,-1.618346414,0.00000324,0.09754547,0.025009075,0.393735003,0.000535678
ENSMUSG00000030521,-1.617637073,8.34E-36,-0.394742183,0.023371412,-0.418600569,0.097334471
ENSMUSG00000033706,-1.611523018,2.23E-27,-0.586350793,0.085915362,-0.055137094,0.017012652
ENSMUSG00000013974,-1.606122622,7.31E-09,0.397689819,0.037040193,1.606822117,0.039166323
ENSMUSG00000028307,-1.605133983,0.0913,1.580264992,0.029123136,0.649118132,0.077039911
ENSMUSG00000058571,-1.604530439,0.000144,-0.384490475,0.012518994,-0.371573178,0.002998226
ENSMUSG00000058260,-1.602551472,0.00168,0.978339569,0.050816145,-0.556609578,0.015883001
ENSMUSG00000020018,-1.602231836,2.36E-21,-0.633052218,0.052903176,0.162404586,0.049475946
ENSMUSG00000048827,-1.601556674,6.96E-30,-0.861290308,0.011806648,0.830280221,0.003224852
ENSMUSG00000002908,-1.600326441,0.0159,0.605671555,0.055533218,-0.987575955,0.049672182
ENSMUSG00000090408,-1.599658617,0.00628,1.59961224,0.004137874,-0.967234224,0.055298708
ENSMUSG00000060621,-1.595691262,0.0684,-0.105477274,0.06852122,0.965325413,0.077871055
ENSMUSG00000081384,-1.595503118,0.021,0.212265178,0.069033656,-0.833664507,0.043191034
ENSMUSG00000020368,-1.59462599,2.10E-16,1.753526931,0.028914304,0.287891165,0.086489849
ENSMUSG00000068101,-1.594578943,2.25E-09,-0.102720929,0.010315425,-1.583406061,0.011700141
ENSMUSG00000042729,-1.593933924,1.75E-22,0.145536329,0.04126923,0.493544303,0.094826239
ENSMUSG00000079681,-1.593683873,0.0000421,-1.612164025,0.049470099,-0.227426125,0.052102316
ENSMUSG00000090602,-1.591266975,0.0673,-1.760948566,0.031480825,1.566103703,0.029994463
ENSMUSG00000044231,-1.591130796,0.000864,0.571526731,0.023948743,-0.23932199,0.080780537
ENSMUSG00000021974,-1.58996586,0.0000957,-0.055676365,0.017766434,0.865180281,0.064422102
ENSMUSG00000051747,-1.587976418,0.0000165,-1.564277784,0.066379399,0.799199536,0.070592311
ENSMUSG00000020473,-1.587021491,0.0000104,-1.932400165,0.089085736,1.125817741,0.077000776
ENSMUSG00000087204,-1.586999008,0.000000227,-1.555527302,0.002939983,-0.579023616,0.094155902
ENSMUSG00000056854,-1.585758221,0.0107,1.832453262,0.087135561,-1.890599175,0.099563186
ENSMUSG00000028031,-1.585271496,0.000327,0.264491465,0.038277862,-1.815853192,0.03448618
ENSMUSG00000028138,-1.584609505,5.53E-16,-1.040544365,0.015210887,-0.153902351,0.007387841
ENSMUSG00000021018,-1.581463172,1.37E-11,-1.152871311,0.059170394,-1.64356856,0.053761864
ENSMUSG00000019982,-1.580701609,1.93E-10,0.280191685,0.009404965,0.787478465,0.068809709
ENSMUSG00000071552,-1.579771579,0.000193,-0.271694352,0.028016081,-0.877327012,0.063604718
ENSMUSG00000028937,-1.579769947,0.000000839,-1.698606258,0.019350206,1.151299186,0.012745592
ENSMUSG00000027395,-1.57964064,4.67E-31,-0.789887982,0.065925299,1.98825807,0.003165966
ENSMUSG00000105336,-1.579518644,0.0341,-1.602373608,0.009616051,-1.973734488,0.093208399
ENSMUSG00000022054,-1.577095501,0.017,1.966925697,0.052472258,-0.508032452,0.042889616
ENSMUSG00000055629,-1.571965496,0.0499,-0.246344591,0.02601358,1.909575102,0.08843021
ENSMUSG00000032415,-1.571159764,5.77E-11,1.338310729,0.077917845,-1.202638936,0.044874208
ENSMUSG00000040666,-1.569134292,0.00319,0.352979304,0.088287616,0.380617345,0.00894843
ENSMUSG00000028741,-1.567850655,6.97E-27,-1.178643297,0.043509301,0.153700869,0.076704929
ENSMUSG00000031492,-1.566584129,0.00065,-0.664781876,0.001554684,1.984816044,0.071584964
ENSMUSG00000036961,-1.566251848,0.032,-1.670019584,0.067700446,0.603586032,0.077319999
ENSMUSG00000062995,-1.564781321,0.00598,1.456218859,0.02311631,-0.531000977,0.020218882
ENSMUSG00000026238,-1.563872947,3.94E-16,1.271628196,0.087115921,-0.071114044,0.034193759
ENSMUSG00000052516,-1.563834532,0.081,1.51488052,0.077264639,0.248085982,0.05182173
ENSMUSG00000002769,-1.563804638,0.00114,1.486317678,0.016253301,-1.380131416,0.091026851
ENSMUSG00000040488,-1.561490805,0.0000173,1.484430167,0.028783184,1.986448002,0.018563746
ENSMUSG00000082792,-1.56147563,0.00187,-1.887552656,0.075570171,-1.025293494,0.096490838
ENSMUSG00000081179,-1.561314668,0.0269,1.827022394,0.067980214,-0.889943285,0.073027218
ENSMUSG00000078452,-1.560952147,0.00247,1.088675098,0.06041585,-0.884981804,0.025287058
ENSMUSG00000051000,-1.56064935,0.000000513,-0.67655208,0.016955014,1.090368776,0.094071472
ENSMUSG00000013353,-1.559118223,0.00709,-1.24783388,0.099400321,0.762051562,0.042792329
ENSMUSG00000031939,-1.558386197,9.22E-39,0.497588238,0.055475211,-1.100210016,0.049887682
ENSMUSG00000011257,-1.558370691,1.14E-46,-0.311563076,0.052195068,-1.199745843,0.076850346
ENSMUSG00000056972,-1.558063622,0.0983,-0.421712057,0.058110078,-1.87887653,0.002577986
ENSMUSG00000108518,-1.55678153,0.0131,-1.97166532,0.04010432,0.923755535,0.003993275
ENSMUSG00000039197,-1.555803016,1.80E-09,0.432296826,0.037359697,-1.699857299,0.07208571
ENSMUSG00000079197,-1.554306917,9.25E-15,-1.436671929,0.072090405,-1.598148961,0.081819708
ENSMUSG00000058126,-1.553978498,0.00213,-0.891555178,0.092693513,0.097300124,0.035767497
ENSMUSG00000030268,-1.553457918,2.26E-09,1.378498437,0.050032234,-1.098220926,0.001024547
ENSMUSG00000038845,-1.552585273,2.68E-19,-1.073900305,0.033744069,0.111227644,0.074981215
ENSMUSG00000024785,-1.551813817,1.73E-37,1.634047182,0.095792337,0.582209503,0.011794573
ENSMUSG00000046440,-1.551560886,0.00534,-0.772330239,0.010479446,0.304291582,0.092971214
ENSMUSG00000063885,-1.55154451,0.0368,1.115943191,0.01742244,0.654458376,0.07507432
ENSMUSG00000020534,-1.551112814,3.54E-26,1.568435451,0.026015856,0.236402696,0.086013344
ENSMUSG00000110404,-1.55024375,0.00235,-0.408627734,0.070816238,1.556576651,0.095276545
ENSMUSG00000018446,-1.549761619,1.02E-38,1.291156998,0.066343527,-0.944094697,0.025539141
ENSMUSG00000040269,-1.548281228,1.35E-13,-1.151472899,0.055606302,-0.910258481,0.042183272
ENSMUSG00000009566,-1.547631949,6.92E-26,-1.017493595,0.018954761,1.730910919,0.033636204
ENSMUSG00000044149,-1.54660305,6.95E-32,1.582972552,0.007087449,-0.750773712,0.003440859
ENSMUSG00000024132,-1.544692202,2.51E-15,-0.751223633,0.000852954,-1.233971568,0.038364944
ENSMUSG00000012777,-1.543808981,0.00000029,-0.686076438,0.007662695,-1.095726169,0.070522094
ENSMUSG00000066810,-1.542719558,0.0101,-1.043511454,0.045050039,-0.863105563,0.039039211
ENSMUSG00000080902,-1.542219414,0.0000152,1.753945958,0.031954529,-0.52674137,0.038820341
ENSMUSG00000083167,-1.538851675,0.00967,0.714988803,0.019206029,-0.496306746,0.053639839
ENSMUSG00000045045,-1.536473114,0.000159,1.353195655,0.012614449,-1.852364801,0.031767798
ENSMUSG00000051817,-1.536334149,3.65E-10,-0.480377482,0.037673506,-1.754317725,0.009638019
ENSMUSG00000022469,-1.535355203,5.03E-13,-0.438504963,0.063230753,1.553432171,0.004936826
ENSMUSG00000052751,-1.53328637,5.18E-13,-0.754070984,0.063088416,0.491133237,0.038234309
ENSMUSG00000029195,-1.530711484,0.0335,0.199461593,0.005927226,-1.146426357,0.097737073
ENSMUSG00000041052,-1.527155967,0.00261,1.375690378,0.032248479,-1.013324342,0.052948787
ENSMUSG00000006386,-1.525185977,0.0141,-0.542149731,0.015659959,-0.902423193,0.035247719
ENSMUSG00000028639,-1.522883932,4.34E-21,-0.207730403,0.058127151,0.730639324,0.017040895
ENSMUSG00000044285,-1.522447412,0.0282,-0.265968751,0.023061002,-1.798301968,0.002544579
ENSMUSG00000001496,-1.522261833,0.0287,0.533671563,0.025793697,-1.013557269,0.090409427
ENSMUSG00000018651,-1.520560568,6.49E-18,-1.324011472,0.036027157,1.240207016,0.023537751
ENSMUSG00000082311,-1.519170966,0.00585,0.167847593,0.005920095,0.93486906,0.011878512
ENSMUSG00000028633,-1.517368179,1.02E-19,-1.124513298,0.038163905,-0.648884503,0.072412062
ENSMUSG00000028176,-1.516589943,0.00111,1.179671976,0.087708477,0.215906259,0.032546528
ENSMUSG00000103265,-1.514884275,0.000912,-0.496697273,0.069656054,0.151217201,0.093540787
ENSMUSG00000024037,-1.514164624,1.14E-15,0.275310791,0.083223864,0.234834355,0.001961809
ENSMUSG00000020079,-1.512670379,3.86E-58,1.809976093,0.090821277,-0.552488686,0.020856165
ENSMUSG00000026354,-1.509866601,0.00039,1.138629377,0.087363749,0.176251953,0.027543204
ENSMUSG00000025086,-1.509206968,9.98E-36,-1.24906102,0.004320265,-1.798399937,0.066343944
ENSMUSG00000041734,-1.509143847,0.0765,1.054470548,0.069348063,-0.72489206,0.092024923
ENSMUSG00000069910,-1.50751639,2.83E-13,-1.683141415,0.02610666,0.996689592,0.056434536
ENSMUSG00000029468,-1.507386061,1.60E-14,-1.399645519,0.090736122,0.297784428,0.084831608
ENSMUSG00000049553,-1.506232302,8.15E-37,1.352110276,0.082496078,-1.32901824,0.043734631
ENSMUSG00000040891,-1.502667983,0.0642,-0.506218032,0.055731811,1.577250057,0.078957245
ENSMUSG00000037851,-1.502424321,3.91E-25,0.890733809,0.053791312,-0.070441968,0.021565464
ENSMUSG00000062661,-1.502336999,0.000726,-0.547216758,0.099340945,1.342329179,0.086273868
ENSMUSG00000001056,-1.50219691,3.20E-18,-0.923764385,0.004407418,-0.928701412,0.024233015
ENSMUSG00000021223,-1.500606828,0.000112,-1.183559081,0.070465077,0.50469191,0.041682582
ENSMUSG00000027074,-1.500531885,4.19E-19,0.940622577,0.09020339,-0.542531581,0.021285669
ENSMUSG00000050014,-1.499025284,0.000155,-1.513445446,0.020330775,0.734338974,0.065463252
ENSMUSG00000064317,-1.498918331,0.0000629,-1.719130141,0.086803213,0.194119229,0.063720906
ENSMUSG00000061559,-1.498301398,2.60E-13,-0.087063437,0.049942926,1.83181752,0.088360371
ENSMUSG00000020812,-1.49729809,1.78E-23,1.015540996,0.027910511,0.106732653,0.032025818
ENSMUSG00000071424,-1.496600048,0.0402,-0.113418112,0.08872451,1.910145131,0.033230186
ENSMUSG00000036693,-1.495755241,4.89E-25,1.793029237,0.015314254,-0.097443673,0.04852171
ENSMUSG00000002825,-1.491877118,2.73E-16,-1.413133322,0.019693343,0.850836568,0.027197362
ENSMUSG00000010538,-1.491499373,2.36E-10,-0.250412988,0.047106577,-0.581987235,0.075931459
ENSMUSG00000039607,-1.489218461,0.000182,-1.15298587,0.07856702,0.492158171,0.001265963
ENSMUSG00000038214,-1.487394877,4.61E-20,0.334135882,0.084863523,0.135022484,0.074072344
ENSMUSG00000020899,-1.487373593,8.93E-23,1.045255225,0.073802045,-1.307395349,0.077321501
ENSMUSG00000040010,-1.487327086,8.13E-25,1.373893577,0.031276676,1.003372008,0.078337269
ENSMUSG00000109324,-1.487156985,1.43E-50,0.157131028,0.066823104,-1.414217241,0.071814767
ENSMUSG00000020857,-1.486871796,1.27E-10,-0.702125308,0.043283724,1.797320483,0.030541826
ENSMUSG00000034117,-1.485590169,0.0127,1.001620099,0.051654092,-0.543546322,0.02495918
ENSMUSG00000028480,-1.48274154,1.53E-11,1.736553028,0.075096244,-0.539563152,0.05791807
ENSMUSG00000026805,-1.480034811,0.000144,0.975166442,0.032122491,-0.386325035,0.009671162
ENSMUSG00000090840,-1.477135404,0.000161,1.034387572,0.071916942,-1.3214131,0.054889599
ENSMUSG00000058670,-1.473171052,0.000549,-1.742750699,0.074940478,-1.672010914,0.021387973
ENSMUSG00000070877,-1.473040978,0.0672,-1.335424048,0.018921887,0.675316861,0.04176272
ENSMUSG00000027855,-1.47276944,0.0000949,-1.466254709,0.089997357,0.778807562,0.058578117
ENSMUSG00000076523,-1.471876605,0.0198,-1.477318546,0.015473318,-0.117093163,0.071788152
ENSMUSG00000024359,-1.467526875,2.82E-29,1.233821215,0.005976454,-1.306782522,0.009836422
ENSMUSG00000014301,-1.464179138,8.85E-14,0.588364335,0.040020805,-1.764534202,0.085502845
ENSMUSG00000089694,-1.46391742,0.0744,-0.538448959,0.04039883,-0.362297748,0.086483351
ENSMUSG00000071379,-1.463808873,4.09E-14,1.395419454,0.053436067,0.624564118,0.08515675
ENSMUSG00000062867,-1.463750791,1.25E-13,-0.397878589,0.094377315,0.498577596,0.044872496
ENSMUSG00000007659,-1.463524091,0.0000505,-0.623461324,0.099191544,0.291738535,0.02575338
ENSMUSG00000001627,-1.463460655,2.72E-21,-1.874322124,0.049849078,-0.474257174,0.051708168
ENSMUSG00000005800,-1.460427177,0.0426,0.213839495,0.049021533,1.848331568,0.0507403
ENSMUSG00000031984,-1.45947722,2.39E-20,0.031461806,0.043716185,1.595772114,0.084354961
ENSMUSG00000024436,-1.456786697,8.89E-24,-1.396995743,0.0450616,-1.083436438,0.059457494
ENSMUSG00000023078,-1.456628326,0.0277,0.425470359,0.088899663,-1.183242655,0.022536193
ENSMUSG00000027108,-1.454700243,2.17E-16,1.39506377,0.097480964,0.303224975,0.043047098
ENSMUSG00000003604,-1.451049602,1.63E-18,1.384273001,0.027913291,-0.44491923,0.026918888
ENSMUSG00000060098,-1.450904831,1.48E-15,0.447328073,0.062806724,-0.989843116,0.075149239
ENSMUSG00000024376,-1.450688882,0.0000955,-1.013126072,0.022385142,1.357299474,0.01128982
ENSMUSG00000038521,-1.450601715,0.0403,-0.038324897,0.033356615,-0.32191295,0.076673342
ENSMUSG00000078651,-1.450380884,4.91E-20,0.685680934,0.081363841,1.453441385,0.098064815
ENSMUSG00000027570,-1.449957353,0.000421,-1.006499885,0.071908001,-0.233452588,0.017843795
ENSMUSG00000104422,-1.448374703,0.00861,-1.988704491,0.033765777,0.342324413,0.081401567
ENSMUSG00000107066,-1.446250187,0.00644,-1.645180116,0.000629481,1.644365821,0.013225194
ENSMUSG00000028430,-1.444091345,3.36E-19,-0.236278032,0.056654922,-1.466887635,0.013483544
ENSMUSG00000037295,-1.444024669,2.88E-11,-1.22053053,0.023180587,-0.661226946,0.009293595
ENSMUSG00000030189,-1.442803972,2.86E-18,0.405165992,0.02661685,-0.683354709,0.038580342
ENSMUSG00000016624,-1.442446024,0.000735,-1.598856611,0.077834671,-0.377273584,0.085834071
ENSMUSG00000004897,-1.441040547,6.33E-21,1.052041758,0.069295257,0.309456188,0.052885174
ENSMUSG00000021958,-1.440032893,4.64E-27,0.825303885,0.030020044,-0.375473017,0.006831344
ENSMUSG00000026586,-1.439812522,0.00359,-0.856690375,0.088044069,0.179110367,0.036531035
ENSMUSG00000057969,-1.439599613,0.00294,-1.892949055,0.059040448,-0.997216982,0.086204461
ENSMUSG00000030792,-1.43873626,0.0000635,-0.065321819,0.001502634,0.635459864,0.064113259
ENSMUSG00000022768,-1.438491634,7.73E-20,0.043154968,0.082338241,1.969141083,0.063720702
ENSMUSG00000041245,-1.438353846,6.28E-13,-1.732266437,0.089669382,0.065699092,0.001292781
ENSMUSG00000038510,-1.438170461,1.41E-23,-0.938694268,0.009611962,-1.728429465,0.04854638
ENSMUSG00000033027,-1.437828695,0.0138,-0.129432349,0.030559523,-1.947995615,0.066543829
ENSMUSG00000101502,-1.436664746,0.0895,0.74788283,0.080148482,1.757551121,0.072220359
ENSMUSG00000068184,-1.436173906,2.53E-14,1.812865388,0.013559165,-0.739006698,0.043157613
ENSMUSG00000039438,-1.435144999,0.0535,0.160254357,0.051173097,-1.262845443,0.090380912
ENSMUSG00000049295,-1.434751609,1.23E-12,1.738149644,0.05421456,1.667408216,0.027437753
ENSMUSG00000030662,-1.434092081,4.04E-19,1.251010858,0.075450567,0.854737062,0.076094906
ENSMUSG00000083929,-1.433644205,0.0345,-1.593146176,0.015670058,-0.581970406,0.043375341
ENSMUSG00000056209,-1.432826693,5.61E-15,1.77691049,0.014373957,-0.791089783,0.041211438
ENSMUSG00000030880,-1.430949459,2.78E-17,0.581844392,0.072068155,-0.682074516,0.093229026
ENSMUSG00000041506,-1.429237303,2.79E-19,0.080755427,0.017813478,-1.300378353,0.046987137
ENSMUSG00000102248,-1.428146103,0.0173,0.879009693,0.048151327,-1.415589913,0.044396788
ENSMUSG00000023972,-1.427913623,0.0771,-1.070779945,0.000200045,-1.298667422,0.012930645
ENSMUSG00000036305,-1.42683492,0.0000121,-1.922588982,0.036292325,-1.426397782,0.025660371
ENSMUSG00000049950,-1.425094413,3.47E-13,0.22372717,0.079810082,-0.696171287,0.059312684
ENSMUSG00000040354,-1.423688539,9.87E-16,-1.096519875,0.098538179,1.006737217,0.083734724
ENSMUSG00000027684,-1.422266251,0.0379,0.477801243,0.027878059,1.191057542,0.004843076
ENSMUSG00000021392,-1.420435909,1.61E-28,-1.155815199,0.040522867,-1.772902236,0.041223413
ENSMUSG00000004748,-1.420017154,0.00000281,-1.177471053,0.065804953,-1.353166963,0.011589777
ENSMUSG00000067292,-1.417337046,0.00277,-1.187307165,0.098201029,-0.76215943,0.060332555
ENSMUSG00000019814,-1.417251605,2.33E-36,-1.818972193,0.09326596,-1.934755834,0.061618221
ENSMUSG00000046971,-1.416700142,0.0699,-1.489100339,0.068527076,-0.789655256,0.012428981
ENSMUSG00000026811,-1.41565126,4.33E-15,-1.998683719,0.042188147,-0.586642337,0.041761531
ENSMUSG00000001785,-1.412906446,2.50E-14,1.60637876,0.02277379,-0.973622382,0.08520262
ENSMUSG00000045455,-1.412526564,0.0000257,-0.319469739,0.073461465,0.282997889,0.090358299
ENSMUSG00000040675,-1.411678658,2.25E-34,0.85084445,0.014823317,-1.430361826,0.03533464
ENSMUSG00000079677,-1.411623871,2.99E-16,-0.153633808,0.033455849,1.829626681,0.018070113
ENSMUSG00000005237,-1.410572956,0.00104,0.140306085,0.061830572,1.395558317,0.093721455
ENSMUSG00000039349,-1.410233181,0.00668,0.633768476,0.081734558,-0.86759655,0.013874761
ENSMUSG00000048007,-1.407827223,3.63E-09,-1.51809471,0.058644279,1.29727343,0.087095038
ENSMUSG00000092329,-1.405984214,0.0986,1.211775174,0.098936299,-1.851977238,0.054117774
ENSMUSG00000049396,-1.405600854,2.19E-10,-1.674880494,0.003351585,-0.465277776,0.054769058
ENSMUSG00000028655,-1.404369068,0.0000549,-0.806140733,0.043192396,-1.770649802,0.073798646
ENSMUSG00000079330,-1.401663912,0.0342,-1.577146072,0.084000772,1.914392691,0.046621107
ENSMUSG00000067344,-1.401262355,0.0681,-0.293967355,0.090265181,-1.74111874,0.01696279
ENSMUSG00000084159,-1.400547629,0.00000033,1.833638082,0.099795856,1.208601249,0.022221121
ENSMUSG00000101188,-1.398578289,6.94E-14,0.730346667,0.03091298,-0.131799539,0.000560648
ENSMUSG00000033356,-1.397142996,4.58E-28,-1.086875753,0.015382533,-0.131631318,0.046067742
ENSMUSG00000051346,-1.396116716,1.27E-10,-0.031808052,0.046312833,-0.91897073,0.094782683
ENSMUSG00000079657,-1.395608306,0.00000149,1.174593563,0.078523202,-1.619348952,0.000129927
ENSMUSG00000031954,-1.394147225,2.29E-17,0.233629589,0.029614129,1.327487669,0.086426135
ENSMUSG00000027722,-1.393514972,1.68E-17,1.186968572,0.011792199,-1.760601553,0.071310241
ENSMUSG00000004837,-1.393303587,2.38E-26,-1.060316116,0.082199269,-1.095620143,0.078017085
ENSMUSG00000049832,-1.393031837,0.000503,-0.86391815,0.089153146,0.180958228,0.071389262
ENSMUSG00000079138,-1.390995359,0.00000573,-1.110414788,0.060795014,-0.085617795,0.073968087
ENSMUSG00000020022,-1.387901352,1.43E-14,1.08155428,0.06731468,-0.53711259,0.077469163
ENSMUSG00000003418,-1.387779421,1.63E-14,-0.873444305,0.063047204,-1.214458785,0.022621971
ENSMUSG00000025591,-1.386208666,1.34E-37,-0.985890554,0.069886471,-0.67808276,0.06355465
ENSMUSG00000048856,-1.38514291,0.00000371,0.95551472,0.069919454,-0.24195586,0.079672692
ENSMUSG00000038299,-1.383174526,1.17E-16,-1.210270796,0.028047228,1.070216914,0.061960843
ENSMUSG00000075268,-1.382577833,0.00441,1.46867494,0.020862777,-1.90082523,0.047019121
ENSMUSG00000096883,-1.38151235,0.0000324,0.097661319,0.005868565,-1.910704893,0.040073974
ENSMUSG00000022842,-1.381470533,5.66E-17,-0.998240318,0.04717195,1.038414398,0.092719585
ENSMUSG00000029507,-1.379025399,2.04E-20,0.94885357,0.019920846,0.67400768,0.005322076
ENSMUSG00000026285,-1.378322547,0.0126,-1.548081531,0.067502965,-0.814339983,0.087526368
ENSMUSG00000042195,-1.378238384,2.73E-10,-0.390644309,0.068829221,0.701121139,0.035496792
ENSMUSG00000071497,-1.375674586,5.98E-13,1.845797602,0.097518296,0.213691099,0.090239646
ENSMUSG00000021595,-1.374747241,1.44E-21,1.407300125,0.027548071,-0.478901437,0.061415824
ENSMUSG00000092300,-1.371285086,0.00541,-0.92993741,0.084380411,-0.566129514,0.058411635
ENSMUSG00000042064,-1.370588279,0.0000289,0.771189339,0.081741017,-1.233342961,0.041513869
ENSMUSG00000050533,-1.370436108,0.00328,-1.723367414,0.076382439,-1.082672466,0.027766011
ENSMUSG00000007721,-1.369050384,3.16E-17,1.161471465,0.053463796,0.683523352,0.093828706
ENSMUSG00000018697,-1.368520207,8.46E-50,0.764512535,0.07071781,-0.647968813,0.016011983
ENSMUSG00000022863,-1.365004775,0.0000328,-0.418043996,0.096278182,-0.111227665,0.081091148
ENSMUSG00000037579,-1.364698375,0.0822,-0.259415686,0.043721862,1.832089482,0.030829121
ENSMUSG00000026604,-1.36331001,2.46E-18,-0.263572778,0.090822165,1.690821522,0.032899996
ENSMUSG00000044005,-1.36174921,0.0000616,1.307314035,0.060266077,-0.851717372,0.083624472
ENSMUSG00000096844,-1.3615344,0.00015,0.46793192,0.030233495,1.339618389,0.076395032
ENSMUSG00000030505,-1.360364745,9.94E-16,-0.078529194,0.052526331,0.910445031,0.099786722
ENSMUSG00000033368,-1.359802653,0.0198,0.734881549,0.01216257,-1.631165259,0.075195751
ENSMUSG00000069308,-1.35939334,0.000333,0.236014024,0.07801627,-1.21364067,0.063968519
ENSMUSG00000084314,-1.359066943,0.0969,-0.565650515,0.055531967,-0.419381731,0.016821979
ENSMUSG00000026377,-1.356903487,1.23E-18,1.185852562,0.060326431,-0.333766327,0.022494199
ENSMUSG00000078812,-1.356343888,5.14E-12,-1.780364162,0.031661992,-1.22684754,0.031722816
ENSMUSG00000057113,-1.356166285,4.40E-16,-0.904849383,0.087969131,-0.111825496,0.094109252
ENSMUSG00000062284,-1.354715937,0.0216,-0.612691268,0.031426198,-0.185606331,0.084917649
ENSMUSG00000025980,-1.354005647,4.33E-09,-1.900288029,0.010316992,-0.878763292,0.097239299
ENSMUSG00000003541,-1.353221473,0.0191,1.838389813,0.009850642,-1.705915515,0.029545729
ENSMUSG00000021643,-1.350788825,0.00355,-0.278439804,0.05953749,-1.907460193,0.011330431
ENSMUSG00000026205,-1.349934165,0.0238,-0.591949901,0.096256189,-1.715518154,0.03441297
ENSMUSG00000045983,-1.344398119,1.72E-39,1.394181574,0.035550927,0.532245299,0.073425865
ENSMUSG00000050075,-1.339832603,0.0000837,-1.896273367,0.024234541,1.334489181,0.070555334
ENSMUSG00000024844,-1.338235437,1.39E-16,-1.096889498,0.010211789,1.77536379,0.03275519
ENSMUSG00000040035,-1.33648966,0.0225,1.122075229,0.051482638,1.164620087,0.093168436
ENSMUSG00000003410,-1.33522255,0.0203,-1.896090608,0.063812513,-0.149386563,0.068734493
ENSMUSG00000052353,-1.332995441,0.00547,-0.222637848,0.063341466,-1.715923433,0.019762078
ENSMUSG00000020547,-1.331918683,1.91E-15,-0.370263433,0.018809801,0.850356862,0.097691542
ENSMUSG00000054161,-1.331846212,0.000528,1.301123155,0.052528938,-0.471593181,0.047159303
ENSMUSG00000036040,-1.329372224,0.035,-1.033934078,0.04679731,-1.599033574,0.077559957
ENSMUSG00000038900,-1.327596979,2.56E-13,0.617006977,0.055302514,-1.932086736,0.097129717
ENSMUSG00000071866,-1.323947972,1.29E-09,1.335273474,0.061163768,1.769175701,0.017235671
ENSMUSG00000050926,-1.322308551,0.0622,1.310976014,0.026897315,-1.506133192,0.00258414
