"pathwayID","overlap","n","description","memo","Pval","fold"
"7333",3,"176","Negative regulation of immune response "," http://amigo.geneontology.org/amigo/term/GO:0050777",0.852461273798599,0.647709593777009
"7334",16,"483","Positive regulation of immune response "," http://amigo.geneontology.org/amigo/term/GO:0050778",0.270656453568416,1.18803876107247
"7337",56,"2246","Regulation of catalytic activity "," http://amigo.geneontology.org/amigo/term/GO:0050790",0.583877832467209,0.982359550561798
"7338",8,"165","Regulation of viral process "," http://amigo.geneontology.org/amigo/term/GO:0050792",0.0712303587998074,1.81080101486046
"7339",72,"2526","Regulation of developmental process "," http://amigo.geneontology.org/amigo/term/GO:0050793",0.0467478362356571,1.20145893732715
"7340",4,"93","Regulation of behavior "," http://amigo.geneontology.org/amigo/term/GO:0050795",0.0979223632174854,2.24539325842697
"7341",8,"189","Regulation of insulin secretion "," http://amigo.geneontology.org/amigo/term/GO:0050796",0.0393027618101032,2.04126659856997
"7343",31,"812","Ion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0050801",0.00883375962237929,1.54820264704706
"7345",6,"259","Regulation of synapse structure or activity "," http://amigo.geneontology.org/amigo/term/GO:0050803",0.510342722512893,1.05252808988764
"7346",9,"492","Modulation of chemical synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0050804",0.821511794242998,0.784492986251657
"7347",3,"79","Negative regulation of synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0050805",0.421195732918685,1.27579162410623
"7348",3,"186","Positive regulation of synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0050806",0.879251749330524,0.610161211529067
"7349",6,"250","Regulation of synapse organization "," http://amigo.geneontology.org/amigo/term/GO:0050807",0.47246062601745,1.09353567780534
"735",1,"47","Positive regulation of B cell mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002714",0.818069713004308,0.610161211529067
"7350",11,"472","Synapse organization "," http://amigo.geneontology.org/amigo/term/GO:0050808",0.57834808413287,0.977030294410468
"7351",2,"74","Regulation of steroid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0050810",0.65931737410236,0.905400507430228
"7353",7,"170","Coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050817",0.149858419011858,1.5844508880029
"7354",3,"67","Regulation of coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050818",0.185037041721108,2.00481540930979
"7355",2,"47","Negative regulation of coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050819",0.263116678901191,2.00481540930979
"7356",1,"22","Positive regulation of coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050820",0.522849937607846,1.40337078651685
"7359",7,"96","Defense response to Gram-negative bacterium "," http://amigo.geneontology.org/amigo/term/GO:0050829",0.00137394678629639,3.92943820224719
"736",2,"44","Regulation of natural killer cell mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002715",0.396866728844104,1.47723240685985
"7360",8,"128","Defense response to Gram-positive bacterium "," http://amigo.geneontology.org/amigo/term/GO:0050830",0.0292020031616831,2.1590319792567
"7361",2,"35","Defense response to fungus "," http://amigo.geneontology.org/amigo/term/GO:0050832",0.290345749182892,1.87116104868914
"7363",1,"71","Regulation of calcium-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0050848",0.788941921569787,0.668271803103264
"7364",1,"19","Negative regulation of calcium-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0050849",0.358386953649252,2.33895131086142
"7366",10,"162","Antigen receptor-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050851",0.0156580745992929,2.1590319792567
"7367",3,"124","T cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050852",0.53313780387458,1.07951598962835
"7368",6,"48","B cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050853",0.0172630231834807,2.80674157303371
"7369",4,"60","Regulation of antigen receptor-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050854",0.0979223632174854,2.24539325842697
"737",1,"20","Negative regulation of natural killer cell mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002716",0.486169863712012,1.55930087390762
"7370",2,"17","Regulation of B cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050855",0.156049198649507,2.80674157303371
"7371",2,"44","Regulation of T cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050856",0.263116678901191,2.00481540930979
"7373",3,"29","Negative regulation of antigen receptor-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050858",0.029545705453059,4.21011235955056
"7374",1,"6","Negative regulation of B cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050859",0.198937065734469,4.67790262172285
"7375",2,"23","Negative regulation of T cell receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0050860",0.0837405674758654,4.00963081861958
"7378",15,"308","Regulation of T cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050863",0.0292088216519527,1.69762595143168
"7379",8,"128","Regulation of B cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050864",0.0659222485070149,1.84048627739915
"738",1,"27","Positive regulation of natural killer cell mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002717",0.556918413783459,1.27579162410623
"7380",24,"562","Regulation of cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050865",0.0274950010904905,1.50361155698234
"7381",9,"203","Negative regulation of cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050866",0.127303480308443,1.54028500959167
"7382",11,"334","Positive regulation of cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050867",0.432364599093191,1.08711821490742
"7383",5,"117","Negative regulation of T cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050868",0.227668802255105,1.52540302882267
"7384",4,"33","Negative regulation of B cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050869",0.0418176600100537,2.95446481371969
"7385",8,"194","Positive regulation of T cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050870",0.237357832360418,1.35264654122106
"7386",3,"85","Positive regulation of B cell activation "," http://amigo.geneontology.org/amigo/term/GO:0050871",0.515294639040558,1.10792430514488
"7388",2,"57","Brown fat cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0050873",0.495496046932258,1.22032242305813
"7389",26,"2308","Nervous system process "," http://amigo.geneontology.org/amigo/term/GO:0050877",0.423387251676702,1.05151701583395
"739",4,"88","Regulation of cytokine production involved in immune response "," http://amigo.geneontology.org/amigo/term/GO:0002718",0.367546691273508,1.30546119675986
"7390",10,"363","Regulation of body fluid levels "," http://amigo.geneontology.org/amigo/term/GO:0050878",0.360258070213115,1.1598105673693
"7391",3,"60","Multicellular organismal movement "," http://amigo.geneontology.org/amigo/term/GO:0050879",0.0861277220701354,2.80674157303371
"7392",3,"60","Musculoskeletal movement "," http://amigo.geneontology.org/amigo/term/GO:0050881",0.0861277220701354,2.80674157303371
"7396",1,"64","Neuromuscular process controlling balance "," http://amigo.geneontology.org/amigo/term/GO:0050885",0.736307972614259,0.779650436953808
"7397",2,"101","Endocrine process "," http://amigo.geneontology.org/amigo/term/GO:0050886",0.62277764727559,0.967841921735761
"7398",3,"338","Cognition "," http://amigo.geneontology.org/amigo/term/GO:0050890",0.986776220340729,0.38624884032574
"7399",1,"52","Multicellular organismal water homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0050891",0.617949267606351,1.07951598962835
"7402",15,"356","Leukocyte migration "," http://amigo.geneontology.org/amigo/term/GO:0050900",0.112714506932789,1.40337078651685
"7403",3,"30","Leukocyte tethering or rolling "," http://amigo.geneontology.org/amigo/term/GO:0050901",0.0725896730817617,3.00722311396469
"7404",1,"8","Diapedesis "," http://amigo.geneontology.org/amigo/term/GO:0050904",0.198937065734469,4.67790262172285
"7405",5,"176","Neuromuscular process "," http://amigo.geneontology.org/amigo/term/GO:0050905",0.214423958879846,1.55930087390762
"7406",2,"1288","Detection of stimulus involved in sensory perception "," http://amigo.geneontology.org/amigo/term/GO:0050906",0.894421866819494,0.539757994814175
"7407",1,"1209","Detection of chemical stimulus involved in sensory perception "," http://amigo.geneontology.org/amigo/term/GO:0050907",0.831093477768126,0.584737827715356
"741",3,"59","Positive regulation of cytokine production involved in immune response "," http://amigo.geneontology.org/amigo/term/GO:0002720",0.341856751568827,1.45176288260364
"7411",1,"1156","Detection of chemical stimulus involved in sensory perception of smell "," http://amigo.geneontology.org/amigo/term/GO:0050911",0.716002032369975,0.825512227362855
"7417",2,"66","Positive chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050918",0.518523123436496,1.16947565543071
"7418",1,"48","Negative chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050919",0.617949267606351,1.07951598962835
"7419",6,"222","Regulation of chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050920",0.535033798736514,1.02685667306111
"7420",4,"147","Positive regulation of chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050921",0.587185071864078,0.984821604573231
"7421",2,"54","Negative regulation of chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050922",0.447411576473624,1.33654360620653
"7424",1,"25","Regulation of positive chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050926",0.446678601078479,1.75421348314607
"7425",1,"24","Positive regulation of positive chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050927",0.446678601078479,1.75421348314607
"7430",1,"32","Sensory perception of temperature stimulus "," http://amigo.geneontology.org/amigo/term/GO:0050951",0.486169863712012,1.55930087390762
"7431",2,"159","Sensory perception of light stimulus "," http://amigo.geneontology.org/amigo/term/GO:0050953",0.84133528254993,0.623720349563046
"7432",8,"176","Sensory perception of mechanical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0050954",0.115457400268295,1.62709656407751
"7436",1,"23","Detection of temperature stimulus involved in sensory perception "," http://amigo.geneontology.org/amigo/term/GO:0050961",0.446678601078479,1.75421348314607
"7438",1,"20","Detection of temperature stimulus involved in sensory perception of pain "," http://amigo.geneontology.org/amigo/term/GO:0050965",0.404161351344816,2.00481540930979
"7439",1,"20","Detection of mechanical stimulus involved in sensory perception of pain "," http://amigo.geneontology.org/amigo/term/GO:0050966",0.522849937607846,1.40337078651685
"7441",1,"43","Detection of mechanical stimulus involved in sensory perception "," http://amigo.geneontology.org/amigo/term/GO:0050974",0.736307972614259,0.779650436953808
"7444",1,"54","Detection of mechanical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0050982",0.804044771001175,0.637895812053115
"7447",1,"63","Regulation of lipid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0050994",0.736307972614259,0.779650436953808
"7449",1,"32","Positive regulation of lipid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0050996",0.446678601078479,1.75421348314607
"7450",1,"36","Regulation of nitric-oxide synthase activity "," http://amigo.geneontology.org/amigo/term/GO:0050999",0.670593963046364,0.935580524344569
"7451",1,"21","Positive regulation of nitric-oxide synthase activity "," http://amigo.geneontology.org/amigo/term/GO:0051000",0.556918413783459,1.27579162410623
"7458",2,"17","Actin filament severing "," http://amigo.geneontology.org/amigo/term/GO:0051014",0.156049198649507,2.80674157303371
"7459",4,"28","Barbed-end actin filament capping "," http://amigo.geneontology.org/amigo/term/GO:0051016",0.0184374771282666,3.74232209737828
"7460",5,"166","Actin filament bundle assembly "," http://amigo.geneontology.org/amigo/term/GO:0051017",0.63923653369236,0.923270254287404
"747",3,"13","Regulation of dendritic cell cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0002730",0.0101163744185984,6.01444622792937
"7472",24,"726","Regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051046",0.0215726400607246,1.53794058796368
"7473",16,"388","Positive regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051047",0.00590453556887027,1.98707368002386
"7474",4,"204","Negative regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051048",0.654276934832646,0.905400507430228
"7475",55,"1841","Regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051049",0.0516719048769549,1.23496629213483
"7476",31,"995","Positive regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051050",0.111107993618576,1.25012914890869
"7477",13,"480","Negative regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051051",0.386016329784316,1.11242806248287
"7478",4,"365","Regulation of DNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051052",0.979604141070012,0.456380743582717
"7479",3,"119","Negative regulation of DNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051053",0.459712220876679,1.20288924558587
"748",1,"9","Positive regulation of dendritic cell cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0002732",0.30910664199858,2.80674157303371
"7480",1,"217","Positive regulation of DNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051054",0.996777202064552,0.18225594630089
"7481",1,"61","Negative regulation of lipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0051055",0.788941921569787,0.668271803103264
"7482",8,"229","Regulation of small GTPase mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0051056",0.376248006290636,1.16947565543071
"7483",3,"75","Positive regulation of small GTPase mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0051057",0.341856751568827,1.45176288260364
"7484",2,"61","Negative regulation of small GTPase mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0051058",0.518523123436496,1.16947565543071
"7486",1,"35"," de novo  posttranslational protein folding "," http://amigo.geneontology.org/amigo/term/GO:0051084",0.788941921569787,0.668271803103264
"7488",9,"395","Regulation of DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0051090",0.557694892053915,0.994514730602495
"7489",5,"247","Positive regulation of DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0051091",0.744129465329635,0.815913247974915
"7490",5,"142","Positive regulation of NF-kappaB transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0051092",0.354511258192933,1.27579162410623
"7491",26,"998","Negative regulation of developmental process "," http://amigo.geneontology.org/amigo/term/GO:0051093",0.215049063236995,1.1770206596593
"7492",34,"1380","Positive regulation of developmental process "," http://amigo.geneontology.org/amigo/term/GO:0051094",0.495913953573808,1.01304897540495
"7496",12,"385","Regulation of binding "," http://amigo.geneontology.org/amigo/term/GO:0051098",0.346008626456261,1.15345544097276
"7497",7,"194","Positive regulation of binding "," http://amigo.geneontology.org/amigo/term/GO:0051099",0.36716832951777,1.19799945190463
"7498",4,"161","Negative regulation of binding "," http://amigo.geneontology.org/amigo/term/GO:0051100",0.513126101248134,1.07951598962835
"7499",2,"118","Regulation of DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0051101",0.723837531010245,0.801926163723916
"7507",3,"33","Regulation of actin nucleation "," http://amigo.geneontology.org/amigo/term/GO:0051125",0.0487274632481354,3.50842696629213
"7508",2,"8","Negative regulation of actin nucleation "," http://amigo.geneontology.org/amigo/term/GO:0051126",0.0275901372755083,7.01685393258427
"7509",1,"17","Positive regulation of actin nucleation "," http://amigo.geneontology.org/amigo/term/GO:0051127",0.358386953649252,2.33895131086142
"751",1,"3","Cell surface pattern recognition receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002752",0.137449699499339,7.01685393258427
"7510",70,"2294","Regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051128",0.059793491249252,1.1892972767092
"7511",30,"686","Negative regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051129",0.00332301486662374,1.67067950775816
"7512",30,"1112","Positive regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051130",0.456345695239772,1.03189028420357
"7513",1,"19","Chaperone-mediated protein complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0051131",0.617949267606351,1.07951598962835
"752",1,"46","Cytoplasmic pattern recognition receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002753",0.736307972614259,0.779650436953808
"7523",5,"283","Striated muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051146",0.795322738514229,0.762701514411334
"7524",2,"138","Regulation of muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051147",0.822227143769249,0.652730598379932
"7525",1,"59","Negative regulation of muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051148",0.736307972614259,0.779650436953808
"7526",1,"71","Positive regulation of muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051149",0.843187347823344,0.561348314606742
"753",1,"19","MyD88-dependent toll-like receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002755",0.404161351344816,2.00481540930979
"7530",2,"94","Regulation of striated muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051153",0.676499126338475,0.877106741573034
"7531",1,"35","Negative regulation of striated muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051154",0.556918413783459,1.27579162410623
"7532",1,"55","Positive regulation of striated muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051155",0.772678571803303,0.701685393258427
"7535",2,"314","Nuclear transport "," http://amigo.geneontology.org/amigo/term/GO:0051169",0.997585302666632,0.252859601174208
"7536",1,"172","Import into nucleus "," http://amigo.geneontology.org/amigo/term/GO:0051170",0.987573963676039,0.23785945534184
"7537",52,"2425","Negative regulation of nitrogen compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051172",0.362569203427755,1.05303435640514
"7538",48,"2991","Positive regulation of nitrogen compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051173",0.995292713084405,0.736194510959661
"7539",35,"1471","Regulation of phosphorus metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051174",0.563746703296677,0.986304769640359
"754",2,"13","MyD88-independent toll-like receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002756",0.0627050837452177,4.67790262172285
"7546",7,"127","Sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051208",0.0677176943813193,1.92619519718
"7547",6,"122","Release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051209",0.123441966631377,1.75421348314607
"7548",4,"199","Cartilage development "," http://amigo.geneontology.org/amigo/term/GO:0051216",0.465923659085481,1.14560880531988
"755",12,"196","Immune response-activating signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0002757",0.00849344296576874,2.1590319792567
"7550",11,"312","Positive regulation of protein transport "," http://amigo.geneontology.org/amigo/term/GO:0051222",0.209941132223995,1.31940843176798
"7551",15,"537","Regulation of protein transport "," http://amigo.geneontology.org/amigo/term/GO:0051223",0.417579419906274,1.07951598962835
"7552",2,"142","Negative regulation of protein transport "," http://amigo.geneontology.org/amigo/term/GO:0051224",0.894421866819494,0.539757994814175
"7553",4,"111","Spindle assembly "," http://amigo.geneontology.org/amigo/term/GO:0051225",0.334284677488968,1.36914223074815
"7557",116,"4504","Establishment of localization "," http://amigo.geneontology.org/amigo/term/GO:0051234",0.0851005403755697,1.11424374562598
"7558",14,"335","Maintenance of location "," http://amigo.geneontology.org/amigo/term/GO:0051235",0.0596325359135223,1.57177528089888
"756",2,"8","Innate immune response-activating signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0002758",0.0627050837452177,4.67790262172285
"7561",71,"2713","Regulation of multicellular organismal process "," http://amigo.geneontology.org/amigo/term/GO:0051239",0.258941022747011,1.07601863761011
"7562",34,"1517","Positive regulation of multicellular organismal process "," http://amigo.geneontology.org/amigo/term/GO:0051240",0.799698074498543,0.888540162785345
"7563",27,"1032","Negative regulation of multicellular organismal process "," http://amigo.geneontology.org/amigo/term/GO:0051241",0.353815905958392,1.0857023276778
"7564",54,"2546","Regulation of protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051246",0.752874344854231,0.928701255783212
"7565",30,"1453","Positive regulation of protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051247",0.786623707199808,0.888209358554971
"7566",26,"1087","Negative regulation of protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051248",0.393098661455674,1.066890071621
"7567",23,"423","Regulation of lymphocyte activation "," http://amigo.geneontology.org/amigo/term/GO:0051249",0.00264844238429411,1.85503034999354
"7568",9,"152","Negative regulation of lymphocyte activation "," http://amigo.geneontology.org/amigo/term/GO:0051250",0.0465277068866673,1.88512493711219
"7569",11,"269","Positive regulation of lymphocyte activation "," http://amigo.geneontology.org/amigo/term/GO:0051251",0.179581575645021,1.36611315501641
"7570",49,"3622","Regulation of RNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051252",0.995047075491701,0.740206335191882
"7571",21,"1421","Negative regulation of RNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051253",0.891267320116301,0.798666301269754
"7572",24,"1735","Positive regulation of RNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051254",0.986497987371215,0.685965353898259
"7573",1,"11","Spindle midzone assembly "," http://amigo.geneontology.org/amigo/term/GO:0051255",0.446678601078479,1.75421348314607
"7576",16,"301","Protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0051258",0.00895164575489244,1.90287564273472
"7577",4,"238","Protein complex oligomerization "," http://amigo.geneontology.org/amigo/term/GO:0051259",0.824990458630781,0.710567486843977
"7578",3,"184","Protein homooligomerization "," http://amigo.geneontology.org/amigo/term/GO:0051260",0.802658070014626,0.713578366025519
"7579",8,"121","Protein depolymerization "," http://amigo.geneontology.org/amigo/term/GO:0051261",0.023562994004897,2.24539325842697
"7580",1,"82","Protein tetramerization "," http://amigo.geneontology.org/amigo/term/GO:0051262",0.883519718079474,0.483920960867881
"7581",27,"1058","Regulation of cellular component movement "," http://amigo.geneontology.org/amigo/term/GO:0051270",0.695959144983436,0.926430592566138
"7582",8,"300","Negative regulation of cellular component movement "," http://amigo.geneontology.org/amigo/term/GO:0051271",0.702150408171282,0.877106741573034
"7583",17,"590","Positive regulation of cellular component movement "," http://amigo.geneontology.org/amigo/term/GO:0051272",0.504524492343909,1.01954287909344
"7584",27,"897","Chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:0051276",0.052666087461406,1.37785495403473
"7585",3,"84","Regulation of release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051279",0.401591090560636,1.31566011235955
"7587",1,"44","Positive regulation of release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051281",0.755165819490379,0.738616203429923
"7588",7,"125","Regulation of sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051282",0.0620297959036675,1.9647191011236
"7589",7,"123","Negative regulation of sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051283",0.0566444436378395,2.00481540930979
"759",5,"124","Regulation of myeloid leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002761",0.340017213748588,1.29941739492301
"7591",1,"54","Protein homotetramerization "," http://amigo.geneontology.org/amigo/term/GO:0051289",0.736307972614259,0.779650436953808
"7595",1,"51","Establishment of spindle localization "," http://amigo.geneontology.org/amigo/term/GO:0051293",0.736307972614259,0.779650436953808
"7596",1,"39","Establishment of spindle orientation "," http://amigo.geneontology.org/amigo/term/GO:0051294",0.617949267606351,1.07951598962835
"7598",2,"74","Centrosome duplication "," http://amigo.geneontology.org/amigo/term/GO:0051298",0.518523123436496,1.16947565543071
"7599",1,"13","Centrosome separation "," http://amigo.geneontology.org/amigo/term/GO:0051299",0.358386953649252,2.33895131086142
"760",3,"49","Negative regulation of myeloid leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002762",0.242198205385634,1.75421348314607
"7600",13,"578","Cell division "," http://amigo.geneontology.org/amigo/term/GO:0051301",0.698807149184269,0.898710355897493
"7601",2,"164","Regulation of cell division "," http://amigo.geneontology.org/amigo/term/GO:0051302",0.9306127094315,0.475718910683679
"7602",1,"83","Establishment of chromosome localization "," http://amigo.geneontology.org/amigo/term/GO:0051303",0.831093477768126,0.584737827715356
"7603",2,"94","Chromosome separation "," http://amigo.geneontology.org/amigo/term/GO:0051304",0.447411576473624,1.33654360620653
"7605",2,"63","Mitotic sister chromatid separation "," http://amigo.geneontology.org/amigo/term/GO:0051306",0.263116678901191,2.00481540930979
"7608",1,"64","Metaphase plate congression "," http://amigo.geneontology.org/amigo/term/GO:0051310",0.788941921569787,0.668271803103264
"761",1,"64","Positive regulation of myeloid leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002763",0.854417543794957,0.539757994814175
"7610",1,"14","Attachment of mitotic spindle microtubules to kinetochore "," http://amigo.geneontology.org/amigo/term/GO:0051315",0.256052708554122,3.50842696629213
"7612",5,"353","Meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051321",0.650818193947562,0.911279731504451
"7613",33,"1215","Regulation of hydrolase activity "," http://amigo.geneontology.org/amigo/term/GO:0051336",0.39814389792311,1.05492564817896
"7614",22,"843","Regulation of transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0051338",0.496733769783131,1.01894908591983
"7617",2,"95","Regulation of oxidoreductase activity "," http://amigo.geneontology.org/amigo/term/GO:0051341",0.708744656145469,0.825512227362855
"762",20,"354","Immune response-regulating signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002764",0.00276775341481023,1.94912609238452
"7621",22,"682","Positive regulation of hydrolase activity "," http://amigo.geneontology.org/amigo/term/GO:0051345",0.248704798869689,1.16947565543071
"7622",11,"459","Negative regulation of hydrolase activity "," http://amigo.geneontology.org/amigo/term/GO:0051346",0.441739376489472,1.07951598962835
"7623",12,"529","Positive regulation of transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0051347",0.732414740081686,0.872562147057111
"7624",7,"266","Negative regulation of transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0051348",0.497808158910624,1.05630059200193
"7628",1,"58","Positive regulation of oxidoreductase activity "," http://amigo.geneontology.org/amigo/term/GO:0051353",0.804044771001175,0.637895812053115
"7629",1,"28","Negative regulation of oxidoreductase activity "," http://amigo.geneontology.org/amigo/term/GO:0051354",0.617949267606351,1.07951598962835
"7632",1,"20","Kinetochore organization "," http://amigo.geneontology.org/amigo/term/GO:0051383",0.30910664199858,2.80674157303371
"7633",4,"176","Response to glucocorticoid "," http://amigo.geneontology.org/amigo/term/GO:0051384",0.64145982033974,0.920243138699576
"7638",6,"289","Neuron apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0051402",0.826613350490424,0.745152630008949
"7639",10,"207","Stress-activated MAPK cascade "," http://amigo.geneontology.org/amigo/term/GO:0051403",0.0328682871578237,1.92242573495459
"7641",1,"5","Detoxification of nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0051410",0.0712570056044836,14.0337078651685
"7644",1,"5","Microtubule nucleation by microtubule organizing center "," http://amigo.geneontology.org/amigo/term/GO:0051418",0.137449699499339,7.01685393258427
"7648",1,"55","Regulation of meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051445",0.670593963046364,0.935580524344569
"7649",1,"27","Positive regulation of meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051446",0.446678601078479,1.75421348314607
"765",12,"209","Immune response-regulating cell surface receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002768",0.013748823183081,2.0289698118316
"7652",1,"14","Myoblast migration "," http://amigo.geneontology.org/amigo/term/GO:0051451",0.256052708554122,3.50842696629213
"7653",1,"38","Intracellular pH reduction "," http://amigo.geneontology.org/amigo/term/GO:0051452",0.736307972614259,0.779650436953808
"7654",5,"70","Regulation of intracellular pH "," http://amigo.geneontology.org/amigo/term/GO:0051453",0.0734193814361881,2.19276685393258
"7657",1,"24","Maintenance of protein location in nucleus "," http://amigo.geneontology.org/amigo/term/GO:0051457",0.556918413783459,1.27579162410623
